task_description,task_category,task_required_skill,employer_id,employer_skill,match,required_skills_list,employer_skills_list
"this task involves testing a cybersecurity app skills needed encryption,siem,networking,penetration testing",cybersecurity,"encryption,siem,ntworking,penetration testing",ac05059e-4c05-1a51-230b-7fb8c0ba2180,"python,sql,react native",0,"['encryption', 'siem', 'ntworking', 'penetration testing']","['python', 'sql', 'react native']"
"this task involves improving a data science app skills needed scikitlern,sql,pnds",dt science,"scikitlrn,sql,pnds",05d78246-0660-d2a8-2f18-ad9fe5b3f52a,"unreal engine,docker,unity",0,"['scikitlrn', 'sql', 'pnds']","['unreal engine', 'docker', 'unity']"
"this task involves testing a data science app skills needed numpy,scikitlearn,sql",data science,"numpy,scikitlearn,sql",30aae826-76c6-a5d1-b380-fdb6003ad212,"kotlin,kubernetes,java,pandas,terraform",0,"['numpy', 'scikitlearn', 'sql']","['kotlin', 'kubernetes', 'java', 'pandas', 'terraform']"
"this task involves designing a game development app skills needed blender,unity,c",gme development,"blender,unity,c",8f2958da-6bb7-96c5-ab44-396885eef24e,"unity,blndr,pnds,kubernetes",1,"['blender', 'unity', 'c']","['unity', 'blndr', 'pnds', 'kubernetes']"
"this tsk involves designing dt science pp skills needed scikitlearn,pnds",dt science,"scikitlearn,pnds",b19975a0-c8e9-f15b-374a-bbbef6c92661,"blender,kotlin,trraform,networking,flutter",0,"['scikitlearn', 'pnds']","['blender', 'kotlin', 'trraform', 'networking', 'flutter']"
"this tsk involves testing web development pp skills needed jvscript,nodejs,css",web development,"javascript,nodjs,css",e23bffea-230c-6bd2-60c3-8f8b7c74d94e,"css,nodjs,encryption,c,ract nativ",1,"['javascript', 'nodjs', 'css']","['css', 'nodjs', 'encryption', 'c', 'ract nativ']"
"this tsk involves designing gme development pp skills needed c,unity,unrel engine",gme development,"c,unity,unreal engine",725b29ef-0b7b-132f-ba4b-6d24c18a0e6b,"unity,c,nodjs",1,"['c', 'unity', 'unreal engine']","['unity', 'c', 'nodjs']"
"this task involves improving a web development app skills needed javascript,nodejs,react",web development,"javascript,nodejs,ract",b1efa7ad-836b-b54d-5dd5-ad06f2942ba0,"unrel engine,flutter,sql,terraform,ract nativ",0,"['javascript', 'nodejs', 'ract']","['unrel engine', 'flutter', 'sql', 'terraform', 'ract nativ']"
"this tsk involves designing dt science pp skills needed scikitlearn,pnds",dt science,"scikitlearn,pandas",c2c64688-148d-59a0-6e89-e0eb496e43c6,"python,unity,dockr",0,"['scikitlearn', 'pandas']","['python', 'unity', 'dockr']"
"this task involves developing a cybersecurity app skills needed firewalls,encryption",cybersecurity,"firewalls,encryption",857fb584-f383-2b78-b5a7-8e7028bb542c,"firwalls,encryption,c,unity",1,"['firewalls', 'encryption']","['firwalls', 'encryption', 'c', 'unity']"
"this task involves improving a data science app skills needed pandas,scikitlearn",dt science,"pandas,scikitlarn",a39f15ef-741e-531e-3e5e-c439c7314905,"sql,c,rect ntive",0,"['pandas', 'scikitlarn']","['sql', 'c', 'rect ntive']"
"this tsk involves improving dt science pp skills needed scikitlern,sql,numpy",dt science,"scikitlern,sql,numpy",2f554b02-1297-bf07-8423-4a08a34da4f3,"sql,scikitlearn,ract nativ,aws",1,"['scikitlern', 'sql', 'numpy']","['sql', 'scikitlearn', 'ract nativ', 'aws']"
"this tsk involves developing dt science pp skills needed numpy,sql,python,scikitlern",dt science,"numpy,sql,python,scikitlearn",a9debf6e-2058-01b8-2c61-eb45bcd29009,"nodejs,siem,unral engin",0,"['numpy', 'sql', 'python', 'scikitlearn']","['nodejs', 'siem', 'unral engin']"
"this task involves developing a cybersecurity app skills needed penetrtion testing,encryption,siem,networking",cybersecurity,"penetrtion testing,encryption,siem,networking",9ce642ab-5d00-e491-f15a-bcd7051a2656,"cicd,firewalls,jvscript,rect ntive,ws",0,"['penetrtion testing', 'encryption', 'siem', 'networking']","['cicd', 'firewalls', 'jvscript', 'rect ntive', 'ws']"
"this task involves developing a data science app skills needed sql,numpy",data science,"sql,numpy",4e2d3243-82e7-9e51-7712-bd5604dfbc84,"react,react native,cicd,c,aws",0,"['sql', 'numpy']","['react', 'react native', 'cicd', 'c', 'aws']"
"this task involves designing a devops app skills needed ws,terrform",devops,"ws,trrform",a736bedd-b3c5-9f9a-3917-49b1dae15550,"css,c,blender,python",0,"['ws', 'trrform']","['css', 'c', 'blender', 'python']"
"this tsk involves designing web development pp skills needed javascript,nodejs,html,css",web development,"javascript,nodjs,html,css",90116697-4e22-8b81-8e3d-bb6db8c9cb36,"encryption,swift,flutter,siem,kubernetes",0,"['javascript', 'nodjs', 'html', 'css']","['encryption', 'swift', 'flutter', 'siem', 'kubernetes']"
"this tsk involves developing mobile development pp skills needed swift,jv,rect ntive",mobile development,"swift,java,ract nativ",1c2ce7be-07f9-a7bb-0297-5e6d59b0e7af,"jv,swift,encryption",1,"['swift', 'java', 'ract nativ']","['jv', 'swift', 'encryption']"
"this task involves developing a game development app skills needed blender,c",game development,"blender,c",99400b5e-28df-7e5d-5984-8816ef252234,"blender,c,java",1,"['blender', 'c']","['blender', 'c', 'java']"
"this task involves improving a devops app skills needed aws,terrform",devops,"aws,trrform",eb9066e8-7901-af81-32e8-7bee8301da6e,"aws,terrform,flutter,java,firewalls",1,"['aws', 'trrform']","['aws', 'terrform', 'flutter', 'java', 'firewalls']"
"this tsk involves developing web development pp skills needed html,nodejs",web development,"html,nodejs",f6839d4f-c928-da77-f714-161c53445442,"blndr,python,firewalls,aws,numpy",0,"['html', 'nodejs']","['blndr', 'python', 'firewalls', 'aws', 'numpy']"
"this tsk involves improving web development pp skills needed rect,css,jvscript,html",web development,"rct,css,javascript,html",6910d1aa-1aff-5e6a-b896-85238be59e2a,"html,css,firewalls",1,"['rct', 'css', 'javascript', 'html']","['html', 'css', 'firewalls']"
"this tsk involves developing cybersecurity pp skills needed encryption,penetrtion testing",cybersecurity,"encryption,penetrtion testing",4561005f-eed8-693e-c319-dc657eb674aa,"c,css,unity,pnds",0,"['encryption', 'penetrtion testing']","['c', 'css', 'unity', 'pnds']"
"this task involves improving a devops app skills needed ws,docker,terrform",devops,"ws,dockr,trrform",14594414-0910-c92a-b10b-bea41d1dfcbf,"encryption,firewalls,css,c,numpy",0,"['ws', 'dockr', 'trrform']","['encryption', 'firewalls', 'css', 'c', 'numpy']"
"this tsk involves developing devops pp skills needed kubernetes,docker,ws,terraform",devops,"kubernetes,dockr,aws,terraform",d585c270-b131-2d9f-5442-ec2aa3dae209,"kubernetes,aws,siem,numpy",1,"['kubernetes', 'dockr', 'aws', 'terraform']","['kubernetes', 'aws', 'siem', 'numpy']"
"this tsk involves developing web development pp skills needed rect,nodejs",web development,"react,nodejs",579753dd-8bb5-da11-2905-85b6eae95913,"ract,nodejs,penetration testing,pandas,blndr",1,"['react', 'nodejs']","['ract', 'nodejs', 'penetration testing', 'pandas', 'blndr']"
"this task involves developing a mobile development app skills needed react native,java",mobile development,"react native,java",db421e4a-2723-d9fa-ebc4-24cdce94f7e8,"ract nativ,java,unreal engine",1,"['react native', 'java']","['ract nativ', 'java', 'unreal engine']"
"this task involves developing a data science app skills needed scikitlern,sql",data science,"scikitlern,sql",72e96e43-bafd-d7f5-e2a2-793d3448ad6d,"networking,dockr,blender,penetrtion testing",0,"['scikitlern', 'sql']","['networking', 'dockr', 'blender', 'penetrtion testing']"
"this task involves developing a game development app skills needed unity,unreal engine,c,c",game development,"unity,unreal engine,c,c",7eb5b390-b6f3-a4ea-1c21-ea96ddfbd3e4,"swift,terrform,flutter,docker,ws",0,"['unity', 'unreal engine', 'c', 'c']","['swift', 'terrform', 'flutter', 'docker', 'ws']"
"this task involves testing a data science app skills needed scikitlearn,sql,pnds,numpy",data science,"scikitlearn,sql,pnds,numpy",9ea1eb1c-aebe-5f99-58d2-79a02c098a17,"encryption,cicd,java,siem,html",0,"['scikitlearn', 'sql', 'pnds', 'numpy']","['encryption', 'cicd', 'java', 'siem', 'html']"
"this task involves testing a data science app skills needed sql,python,pandas",data science,"sql,python,pandas",a158f2ba-f1e7-2717-370c-0492aa3f1f03,"nodejs,blender,rect ntive",0,"['sql', 'python', 'pandas']","['nodejs', 'blender', 'rect ntive']"
"this task involves developing a mobile development app skills needed kotlin,flutter,react native,swift",mobile development,"kotlin,flutter,react native,swift",f51758cd-7842-b938-81bf-7fc37e1f4a83,"java,pandas,trraform",0,"['kotlin', 'flutter', 'react native', 'swift']","['java', 'pandas', 'trraform']"
"this task involves testing a web development app skills needed css,nodejs",web development,"css,nodejs",e3d6a7aa-555b-c8fc-451f-4a09c18d7852,"nodejs,css,cicd,kubernetes,c",1,"['css', 'nodejs']","['nodejs', 'css', 'cicd', 'kubernetes', 'c']"
"this task involves testing a web development app skills needed nodejs,html,css",web development,"nodejs,html,css",50b8ea89-4039-d25e-184a-3efe593894f2,"nodejs,css,sql,python",1,"['nodejs', 'html', 'css']","['nodejs', 'css', 'sql', 'python']"
"this task involves designing a web development app skills needed nodejs,react,jvscript,css",web development,"nodejs,ract,jvscript,css",e53c8a3b-1c3c-423b-36db-56fe5f95ef20,"sql,trrform,firwalls,swift",0,"['nodejs', 'ract', 'jvscript', 'css']","['sql', 'trrform', 'firwalls', 'swift']"
"this tsk involves testing mobile development pp skills needed kotlin,flutter,swift,rect ntive",mobile development,"kotlin,flutter,swift,react native",df327b4e-696c-681e-bbbf-0f7d9a76de61,"rct ntiv,swift,html",1,"['kotlin', 'flutter', 'swift', 'react native']","['rct ntiv', 'swift', 'html']"
"this task involves testing a data science app skills needed numpy,scikitlern,pandas,python",data science,"numpy,scikitlern,pandas,python",f95cc3d7-ac29-e52b-cee1-8187e712acb1,"firewalls,c,docker,siem,aws",0,"['numpy', 'scikitlern', 'pandas', 'python']","['firewalls', 'c', 'docker', 'siem', 'aws']"
"this tsk involves improving dt science pp skills needed scikitlern,numpy,python",dt science,"scikitlearn,numpy,python",2a5736f3-6952-852e-632d-b9c17bdf2cfc,"cicd,c,unreal engine,javascript,flutter",0,"['scikitlearn', 'numpy', 'python']","['cicd', 'c', 'unreal engine', 'javascript', 'flutter']"
"this task involves designing a web development app skills needed javascript,react,html,nodejs",web development,"javascript,ract,html,nodjs",f64a9b4c-321a-8ca5-8cef-d44c41a94d65,"react,javascript,unreal engine,pandas",1,"['javascript', 'ract', 'html', 'nodjs']","['react', 'javascript', 'unreal engine', 'pandas']"
"this task involves developing a devops app skills needed docker,cicd,kubernetes,terraform",devops,"docker,cicd,kubrnts,terraform",818f9c8b-a2be-b829-60a9-fa9375680051,"cicd,kubernetes,encryption",1,"['docker', 'cicd', 'kubrnts', 'terraform']","['cicd', 'kubernetes', 'encryption']"
"this task involves testing a cybersecurity app skills needed firewalls,siem,networking,penetration testing",cybersecurity,"firewalls,siem,networking,penetration testing",0de68d47-1975-5ba9-11e4-4da6d07b5972,"pandas,html,unity,docker,css",0,"['firewalls', 'siem', 'networking', 'penetration testing']","['pandas', 'html', 'unity', 'docker', 'css']"
"this task involves testing a game development app skills needed unity,c,blender,c",game development,"unity,c,blender,c",b9bb5de9-d864-f9b0-8422-69b697288bb3,"c,unity,fluttr",1,"['unity', 'c', 'blender', 'c']","['c', 'unity', 'fluttr']"
"this task involves testing a data science app skills needed scikitlearn,python",data science,"scikitlarn,python",76981def-a293-e07c-0576-03fef1294ea6,"scikitlearn,python,ws,kubernetes",1,"['scikitlarn', 'python']","['scikitlearn', 'python', 'ws', 'kubernetes']"
"this tsk involves improving web development pp skills needed css,rect,jvscript,html",web development,"css,react,javascript,html",2154d563-b2c5-938b-8b0c-e7afb6314e84,"javascript,react,blender",1,"['css', 'react', 'javascript', 'html']","['javascript', 'react', 'blender']"
"this task involves developing a mobile development app skills needed java,react native,flutter",mobile development,"java,react native,flutter",7850f39e-0d38-cd5c-9e78-0fedb9a3de54,"docker,ws,blender,swift,nodjs",0,"['java', 'react native', 'flutter']","['docker', 'ws', 'blender', 'swift', 'nodjs']"
"this task involves designing a mobile development app skills needed kotlin,swift,java",mobile development,"kotlin,swift,java",05a7c3de-d5dc-2fc9-2d1a-bb4d9a79d877,"cicd,unreal engine,ntworking",0,"['kotlin', 'swift', 'java']","['cicd', 'unreal engine', 'ntworking']"
"this tsk involves developing gme development pp skills needed blender,unity",game development,"blndr,unity",ee7cf6ec-815b-9126-ce56-59b2da35d3a8,"siem,python,scikitlarn,swift",0,"['blndr', 'unity']","['siem', 'python', 'scikitlarn', 'swift']"
"this task involves developing a game development app skills needed c,c,unreal engine",gme development,"c,c,unreal engine",056bf190-6eaa-f65c-b425-ef75cac813eb,"swift,encryption,aws,jvscript",0,"['c', 'c', 'unreal engine']","['swift', 'encryption', 'aws', 'jvscript']"
"this task involves testing a game development app skills needed blender,c,unity,unreal engine",game development,"blender,c,unity,unral engin",07d7f617-4a4f-7381-657f-5099b7ebc955,"python,siem,cicd,kubernetes,css",0,"['blender', 'c', 'unity', 'unral engin']","['python', 'siem', 'cicd', 'kubernetes', 'css']"
"this task involves designing a game development app skills needed unity,blender",game development,"unity,blender",334ccf32-d62b-b16c-f607-8e29efae4b5e,"blndr,unity,python,ract",1,"['unity', 'blender']","['blndr', 'unity', 'python', 'ract']"
"this tsk involves developing devops pp skills needed cicd,kubernetes,terraform",devops,"cicd,kubernetes,terraform",28481a4d-fa54-d6a9-1ff1-4d6e3b3deaf9,"trraform,cicd,firwlls,siem,c",1,"['cicd', 'kubernetes', 'terraform']","['trraform', 'cicd', 'firwlls', 'siem', 'c']"
"this tsk involves designing devops pp skills needed aws,terrform",devops,"aws,terraform",e2e72862-38e1-f137-5a63-147239cd6bb8,"cicd,python,fluttr",0,"['aws', 'terraform']","['cicd', 'python', 'fluttr']"
"this task involves designing a devops app skills needed cicd,docker",devops,"cicd,dockr",30a3fb0b-3061-cfa8-b7a7-905a3e756a6a,"cicd,docker,c",1,"['cicd', 'dockr']","['cicd', 'docker', 'c']"
"this tsk involves developing mobile development pp skills needed flutter,react native",mobile development,"flutter,react native",32215671-9cd7-ecc2-02c6-57f346e8fc70,"java,unreal engine,c,dockr",0,"['flutter', 'react native']","['java', 'unreal engine', 'c', 'dockr']"
"this tsk involves developing mobile development pp skills needed rect ntive,swift,kotlin,flutter",mobile development,"rect ntive,swift,kotlin,fluttr",289cdee3-eb73-cd4c-24c3-b3fb1fbbdf93,"html,penetration testing,scikitlern",0,"['rect ntive', 'swift', 'kotlin', 'fluttr']","['html', 'penetration testing', 'scikitlern']"
"this task involves designing a cybersecurity app skills needed encryption,penetrtion testing,firewlls",cybersecurity,"encryption,penetrtion testing,firewlls",07f6fd06-fb10-12dc-aabb-76c78dee7ced,"c,unral engin,kotlin,aws",0,"['encryption', 'penetrtion testing', 'firewlls']","['c', 'unral engin', 'kotlin', 'aws']"
"this task involves designing a game development app skills needed c,unrel engine,blender",game development,"c,unrel engine,blender",be7a523e-78fc-6544-ac38-301de0437360,"c,unral engin,html,react",1,"['c', 'unrel engine', 'blender']","['c', 'unral engin', 'html', 'react']"
"this task involves improving a mobile development app skills needed java,swift,react native,kotlin",mobile development,"java,swift,react native,kotlin",da738d92-0a64-1892-1b55-d9e45dc1864c,"css,aws,terraform,c",0,"['java', 'swift', 'react native', 'kotlin']","['css', 'aws', 'terraform', 'c']"
"this task involves testing a mobile development app skills needed swift,kotlin,flutter",mobile development,"swift,kotlin,fluttr",6a5396fa-5994-1f16-eb63-f3dbfa09deee,"flutter,kotlin,blender",1,"['swift', 'kotlin', 'fluttr']","['flutter', 'kotlin', 'blender']"
"this task involves developing a devops app skills needed ws,cicd,terraform,docker",devops,"ws,cicd,terraform,docker",49a17077-4215-60d3-8ca3-ea03c1da9a51,"ws,docker,kotlin,css,encryption",1,"['ws', 'cicd', 'terraform', 'docker']","['ws', 'docker', 'kotlin', 'css', 'encryption']"
"this task involves developing a data science app skills needed numpy,scikitlearn",data science,"numpy,scikitlearn",fe796eb7-f283-3ee9-e4ac-bc2d272465de,"nodejs,c,html,sql,penetration testing",0,"['numpy', 'scikitlearn']","['nodejs', 'c', 'html', 'sql', 'penetration testing']"
"this task involves developing a web development app skills needed rect,nodejs,html",web development,"rect,nodejs,html",9b94d36a-30bf-ac1d-ac1f-ba9eb096c426,"html,nodejs,kotlin,react native",1,"['rect', 'nodejs', 'html']","['html', 'nodejs', 'kotlin', 'react native']"
"this tsk involves testing dt science pp skills needed numpy,python,scikitlern,sql",data science,"numpy,python,scikitlarn,sql",420d93f0-c347-6d0f-4d72-17013652690c,"cicd,flutter,penetration testing,docker",0,"['numpy', 'python', 'scikitlarn', 'sql']","['cicd', 'flutter', 'penetration testing', 'docker']"
"this task involves improving a data science app skills needed pandas,python,sql,numpy",data science,"pandas,python,sql,numpy",4a937435-b300-418f-0421-c38f322fc7b2,"numpy,python,nodejs,html",1,"['pandas', 'python', 'sql', 'numpy']","['numpy', 'python', 'nodejs', 'html']"
"this tsk involves improving web development pp skills needed html,nodejs",web development,"html,nodejs",22a4f44d-bfa4-334e-b88e-266d6c48a114,"networking,unity,pntrtion tsting,cicd,swift",0,"['html', 'nodejs']","['networking', 'unity', 'pntrtion tsting', 'cicd', 'swift']"
"this task involves testing a game development app skills needed blender,unreal engine",game development,"blender,unreal engine",2a2d21fc-912a-abeb-a30e-17492126e167,"cicd,python,firewalls,numpy,ntworking",0,"['blender', 'unreal engine']","['cicd', 'python', 'firewalls', 'numpy', 'ntworking']"
"this task involves improving a web development app skills needed css,javascript,react,html",web development,"css,javascript,ract,html",395c92f4-0710-d32b-d435-d94d0cc8bcd5,"html,ract,css,cicd",1,"['css', 'javascript', 'ract', 'html']","['html', 'ract', 'css', 'cicd']"
"this task involves improving a devops app skills needed cicd,docker,aws",devops,"cicd,dockr,aws",15a608f4-c67a-7a5a-07c1-df85a6b725a8,"cicd,docker,python",1,"['cicd', 'dockr', 'aws']","['cicd', 'docker', 'python']"
"this task involves testing a web development app skills needed nodejs,css,react,javascript",web development,"nodejs,css,react,javascript",5c04934e-43db-62f6-8b80-260b5f2c160a,"cicd,kubernetes,scikitlarn,unrel engine,siem",0,"['nodejs', 'css', 'react', 'javascript']","['cicd', 'kubernetes', 'scikitlarn', 'unrel engine', 'siem']"
"this tsk involves improving dt science pp skills needed sql,pnds,python,scikitlern",data science,"sql,pandas,python,scikitlern",d732fa79-13a7-b405-9012-c5dfcc88203c,"networking,siem,numpy,css",0,"['sql', 'pandas', 'python', 'scikitlern']","['networking', 'siem', 'numpy', 'css']"
"this task involves improving a mobile development app skills needed swift,kotlin,flutter",mobile development,"swift,kotlin,fluttr",d751c4a2-744e-7fc3-71c7-09cd8e940278,"flutter,swift,javascript,blender,scikitlearn",1,"['swift', 'kotlin', 'fluttr']","['flutter', 'swift', 'javascript', 'blender', 'scikitlearn']"
"this tsk involves developing devops pp skills needed cicd,ws",devops,"cicd,ws",c82f6057-a67d-b344-35a6-2d7d3c41785f,"cicd,aws,encryption,siem,numpy",1,"['cicd', 'ws']","['cicd', 'aws', 'encryption', 'siem', 'numpy']"
"this task involves developing a mobile development app skills needed flutter,react native,java",mobile development,"fluttr,react native,java",1e60940a-6287-a5ae-a129-0b21439e92a8,"react native,jv,scikitlrn,firwlls,html",1,"['fluttr', 'react native', 'java']","['react native', 'jv', 'scikitlrn', 'firwlls', 'html']"
"this task involves designing a data science app skills needed numpy,pandas,python",dt science,"numpy,pandas,python",533293ba-e51d-cc87-cf11-3c633085c040,"numpy,python,html,java,c",1,"['numpy', 'pandas', 'python']","['numpy', 'python', 'html', 'java', 'c']"
"this task involves developing a data science app skills needed numpy,pnds,scikitlern",data science,"numpy,pnds,scikitlern",53540809-1a52-c268-bdb6-0d54eaeef8c4,"unreal engine,dockr,trraform,javascript",0,"['numpy', 'pnds', 'scikitlern']","['unreal engine', 'dockr', 'trraform', 'javascript']"
"this task involves improving a cybersecurity app skills needed firewalls,networking,penetration testing",cybersecurity,"firewalls,networking,pntration tsting",2f62247c-485f-29b8-bdc0-8aa11d5f0446,"firwalls,networking,rct ntiv,cicd,c",1,"['firewalls', 'networking', 'pntration tsting']","['firwalls', 'networking', 'rct ntiv', 'cicd', 'c']"
"this tsk involves improving web development pp skills needed rect,jvscript,css,nodejs",web development,"rect,javascript,css,nodjs",f391af6f-ef4b-06a2-f6e2-12ded796a958,"encryption,penetration testing,scikitlarn,firewalls,unity",0,"['rect', 'javascript', 'css', 'nodjs']","['encryption', 'penetration testing', 'scikitlarn', 'firewalls', 'unity']"
"this tsk involves improving cybersecurity pp skills needed networking,encryption",cybersecurity,"networking,encryption",f232a1aa-e2d0-bf1c-82c0-00d4a6e91fef,"encryption,networking,numpy,kubernetes,html",1,"['networking', 'encryption']","['encryption', 'networking', 'numpy', 'kubernetes', 'html']"
"this task involves testing a devops app skills needed cicd,kubernetes,terrform",devops,"cicd,kubernetes,terrform",d3030c4a-08d4-c9cd-8c32-d2556e545ebd,"kubrnts,cicd,sql,pnds,nodejs",1,"['cicd', 'kubernetes', 'terrform']","['kubrnts', 'cicd', 'sql', 'pnds', 'nodejs']"
"this task involves developing a web development app skills needed jvscript,html,react,css",web development,"jvscript,html,react,css",60995397-c21b-f6d9-4aec-69ac26391945,"kotlin,penetration testing,rct ntiv",0,"['jvscript', 'html', 'react', 'css']","['kotlin', 'penetration testing', 'rct ntiv']"
"this task involves improving a data science app skills needed numpy,python,pandas,scikitlearn",data science,"numpy,python,pandas,scikitlearn",50af8fe7-9c16-aec2-96e5-abff71a695f9,"python,scikitlarn,rct,terraform,ntworking",1,"['numpy', 'python', 'pandas', 'scikitlearn']","['python', 'scikitlarn', 'rct', 'terraform', 'ntworking']"
"this tsk involves testing gme development pp skills needed unrel engine,c,blender,c",gme development,"unreal engine,c,blender,c",f205b92e-9309-54c5-50ea-42c2b5bb11fb,"c,blndr,trraform,dockr,javascript",1,"['unreal engine', 'c', 'blender', 'c']","['c', 'blndr', 'trraform', 'dockr', 'javascript']"
"this task involves developing a cybersecurity app skills needed siem,firewalls,encryption,penetration testing",cybersecurity,"siem,firewalls,encryption,penetration testing",ca66a6ff-a381-e124-14fb-4e7746c87e35,"javascript,networking,fluttr,unral engin,rect ntive",0,"['siem', 'firewalls', 'encryption', 'penetration testing']","['javascript', 'networking', 'fluttr', 'unral engin', 'rect ntive']"
"this task involves designing a mobile development app skills needed swift,flutter,kotlin,rect ntive",mobile development,"swift,fluttr,kotlin,rect ntive",799e2c68-a380-134d-b6f4-a8083612ca5c,"ntworking,encryption,unity",0,"['swift', 'fluttr', 'kotlin', 'rect ntive']","['ntworking', 'encryption', 'unity']"
"this task involves designing a data science app skills needed python,pandas,sql,numpy",data science,"python,pandas,sql,numpy",c32fdeb6-7047-44c4-4dc3-3b5d5a9a4646,"kotlin,css,kubernetes,siem,firwalls",0,"['python', 'pandas', 'sql', 'numpy']","['kotlin', 'css', 'kubernetes', 'siem', 'firwalls']"
"this task involves developing a game development app skills needed unity,c",gme development,"unity,c",538cff71-8e74-b446-fc57-f2b79fed42e5,"c,unity,ract",1,"['unity', 'c']","['c', 'unity', 'ract']"
"this tsk involves testing cybersecurity pp skills needed firewlls,siem,penetrtion testing,networking",cybersecurity,"firewlls,siem,pntration tsting,ntworking",f07c2c60-06c1-472b-ffe9-3c2b46715270,"firewlls,penetrtion testing,c",1,"['firewlls', 'siem', 'pntration tsting', 'ntworking']","['firewlls', 'penetrtion testing', 'c']"
"this task involves developing a cybersecurity app skills needed siem,firewlls,networking,penetrtion testing",cybersecurity,"siem,firewlls,ntworking,pntrtion tsting",8060fb33-1876-2e4b-469b-d58978ca189f,"sql,terraform,flutter,ws",0,"['siem', 'firewlls', 'ntworking', 'pntrtion tsting']","['sql', 'terraform', 'flutter', 'ws']"
"this tsk involves testing cybersecurity pp skills needed encryption,firewlls,networking,penetration testing",cybersecurity,"encryption,firwlls,ntworking,penetration testing",2483ae16-b295-9482-d582-f2b9023b11d1,"kubrnts,sql,python,css,kotlin",0,"['encryption', 'firwlls', 'ntworking', 'penetration testing']","['kubrnts', 'sql', 'python', 'css', 'kotlin']"
"this task involves testing a game development app skills needed c,c,unity,unreal engine",gme development,"c,c,unity,unral engin",0ce54ad7-f395-6f16-fbc9-77463c1934d4,"c,unity,blndr,siem,kotlin",1,"['c', 'c', 'unity', 'unral engin']","['c', 'unity', 'blndr', 'siem', 'kotlin']"
"this tsk involves testing cybersecurity pp skills needed networking,firewlls,encryption",cybersecurity,"networking,firwalls,encryption",74feb4af-1946-b1c7-6d6e-5f9d685483c0,"numpy,react,python,react native,pntrtion tsting",0,"['networking', 'firwalls', 'encryption']","['numpy', 'react', 'python', 'react native', 'pntrtion tsting']"
"this task involves developing a data science app skills needed sql,scikitlearn,pnds",data science,"sql,scikitlearn,pnds",e2662e6c-fc96-bc24-05ae-b2cf2f1614f2,"sql,scikitlern,cicd,terraform",1,"['sql', 'scikitlearn', 'pnds']","['sql', 'scikitlern', 'cicd', 'terraform']"
"this task involves improving a devops app skills needed terraform,kubernetes,docker",devops,"trraform,kubernetes,docker",5efe7ce0-d9f4-48cd-52f0-8ffe53c95498,"kubrnts,dockr,ws,c,java",1,"['trraform', 'kubernetes', 'docker']","['kubrnts', 'dockr', 'ws', 'c', 'java']"
"this task involves improving a web development app skills needed react,css,html",web development,"react,css,html",269c37b4-a0d1-4de9-8726-b21f53db380c,"html,rect,pandas,css",1,"['react', 'css', 'html']","['html', 'rect', 'pandas', 'css']"
"this task involves improving a mobile development app skills needed kotlin,flutter,java,swift",mobile development,"kotlin,flutter,java,swift",9c61229a-a768-7aa8-3be2-a90846395d3d,"flutter,kotlin,c,siem,rct",1,"['kotlin', 'flutter', 'java', 'swift']","['flutter', 'kotlin', 'c', 'siem', 'rct']"
"this task involves testing a cybersecurity app skills needed penetration testing,networking,firewalls,siem",cybersecurity,"penetration testing,networking,firewalls,siem",8c58774e-0f6c-a306-2ef6-bfcb18502248,"networking,firewalls,sql",1,"['penetration testing', 'networking', 'firewalls', 'siem']","['networking', 'firewalls', 'sql']"
"this task involves testing a devops app skills needed terrform,kubernetes",devops,"terrform,kubernetes",7f0580e5-fc39-d7be-f77a-bd545290061d,"kubernetes,terrform,scikitlarn,numpy",1,"['terrform', 'kubernetes']","['kubernetes', 'terrform', 'scikitlarn', 'numpy']"
"this task involves testing a web development app skills needed react,nodejs,jvscript,html",web development,"react,nodejs,jvscript,html",e5ad6650-8e7c-3975-09bb-0eb814c058fd,"unrl engin,unity,terrform,kubernetes,numpy",0,"['react', 'nodejs', 'jvscript', 'html']","['unrl engin', 'unity', 'terrform', 'kubernetes', 'numpy']"
"this task involves testing a data science app skills needed pnds,scikitlearn,numpy,python",dt science,"pnds,scikitlarn,numpy,python",3b81b2c3-b37d-2c19-65bf-a283a406f565,"firwalls,javascript,kubernetes,unity,c",0,"['pnds', 'scikitlarn', 'numpy', 'python']","['firwalls', 'javascript', 'kubernetes', 'unity', 'c']"
"this task involves developing a cybersecurity app skills needed siem,networking",cybersecurity,"siem,networking",c1da3418-4f61-5db4-bc73-eb343e261133,"ntworking,siem,aws,python,docker",1,"['siem', 'networking']","['ntworking', 'siem', 'aws', 'python', 'docker']"
"this task involves testing a cybersecurity app skills needed encryption,firewalls",cybersecurity,"encryption,firewalls",1a60f8bd-041a-c51d-0b07-c3e39d3dc071,"encryption,firewalls,css,react native,docker",1,"['encryption', 'firewalls']","['encryption', 'firewalls', 'css', 'react native', 'docker']"
"this tsk involves testing devops pp skills needed kubernetes,terrform,docker",devops,"kubernetes,terraform,docker",d25546ec-c312-6320-c7df-4314cd52136b,"kubernetes,docker,penetration testing,ws",1,"['kubernetes', 'terraform', 'docker']","['kubernetes', 'docker', 'penetration testing', 'ws']"
